4021880		8		4096		5		1398399562.575511895		1398399562.575838093		1398399562.575845020		1398399562.576513926
51059464		8		4096		5		1398399562.576649395		1398399562.576672832		1398399562.576683770		1398399562.577368926
51059472		8		4096		5		1398399562.577591947		1398399562.577643405		1398399562.577655957		1398399562.578361062
51059568		8		4096		1		1398399562.577608353		1398399562.577672364		1398399562.578394551		1398399562.579092416
5321616		8		4096		1		1398399562.577622103		1398399562.578436947		1398399562.579130228		1398399562.579832207
51059464		8		4096		5		1398399562.580026686		1398399562.580274395		1398399562.580286166		1398399562.580975749
51154944		8		4096		5		1398399566.951965331		1398399566.952101164		1398399566.954809914		1398399566.955651737
51155112		8		4096		1		1398399566.951974602		1398399566.954845070		1398399566.955700903		1398399566.956440695
51155144		8		4096		1		1398399566.951983195		1398399566.955751424		1398399566.956487258		1398399566.957200226
51155192		8		4096		1		1398399566.951991529		1398399566.956531320		1398399566.957245747		1398399566.957951789
51156056		8		4096		1		1398399566.952000487		1398399566.957289862		1398399566.958132101		1398399566.958860070
51417576		153		78336		1		1398399566.952018716		1398399566.958176164		1398399566.958905591		1398399566.966967674
51059464		49		25088		5		1398399567.150094810		1398399567.150225018		1398399567.150290591		1398399567.153563820
4021888		144		73728		5		1398399567.154231789		1398399567.154295122		1398399567.154321320		1398399567.158167935
4022032		8		4096		5		1398399567.158390278		1398399567.158504653		1398399567.158515955		1398399567.159220174
51059464		8		4096		5		1398399567.159452830		1398399567.159486945		1398399567.159504393		1398399567.160202726
51059472		49		25088		5		1398399567.160641372		1398399567.160786372		1398399567.160826060		1398399567.162938872
4022040		40		20480		5		1398399567.163248091		1398399567.163283872		1398399567.163303560		1398399567.166604706
4022080		8		4096		5		1398399567.166730070		1398399567.166855539		1398399567.166866424		1398399567.167566789
51059464		8		4096		5		1398399567.167734653		1398399567.167764237		1398399567.167781112		1398399567.168480435
51060576		16		8192		5		1398399567.466566060		1398399567.466622362		1398399567.469435174		1398399567.470289028
4022088		72		36864		5		1398399567.470544601		1398399567.470591216		1398399567.470612101		1398399567.473769706
4022160		8		4096		5		1398399567.473917466		1398399567.474044758		1398399567.474060070		1398399567.474762831
51060592		16		8192		5		1398399567.480569028		1398399567.480625278		1398399567.480656893		1398399567.481407830
4022168		72		36864		5		1398399567.481663507		1398399567.481712674		1398399567.481732778		1398399567.483033820
4022240		8		4096		5		1398399567.483166216		1398399567.483297570		1398399567.483308716		1398399567.484000904
51060608		8		4096		5		1398399567.488971528		1398399567.489028768		1398399567.489073039		1398399567.489792257
4022248		96		49152		5		1398399567.490064862		1398399567.490117362		1398399567.490139237		1398399567.494896685
4022344		8		4096		5		1398399567.495058195		1398399567.495190174		1398399567.495202153		1398399567.495898039
51060616		8		4096		5		1398399567.498330747		1398399567.498373612		1398399567.498397466		1398399567.499101997
4022352		72		36864		5		1398399567.499410122		1398399567.499458091		1398399567.499477257		1398399567.503196268
4022424		8		4096		5		1398399567.503342362		1398399567.503474029		1398399567.503485539		1398399567.504176997
51457920		88		45056		5		1398399571.952029912		1398399571.952235172		1398399571.954981683		1398399571.957899131
51458008		185		94720		1		1398399571.952285120		1398399571.955009599		1398399571.957954547		1398399571.982391266
4022432		112		57344		5		1398399572.932019703		1398399572.932094234		1398399572.935055640		1398399572.937342567
4022544		8		4096		5		1398399572.937528817		1398399572.937649442		1398399572.937659807		1398399572.938350744
46960640		105		53760		5		1398399577.942001733		1398399577.942383608		1398399577.945459702		1398399577.954760691
51060624		16		8192		5		1398399583.478377305		1398399583.478449180		1398399583.481743815		1398399583.482617358
4022552		64		32768		5		1398399583.482918764		1398399583.482978087		1398399583.483002514		1398399583.487466263
4022616		8		4096		5		1398399583.487794076		1398399583.488143451		1398399583.488157149		1398399583.488847930
51948816		88		45056		4		1398399586.180326521		1398399586.180433500		1398399586.184692459		1398399586.185705688
50892800		8		4096		5		1398399588.482670064		1398399588.484038449		1398399588.488653397		1398399588.489576834
4022624		104		53248		5		1398399588.932453030		1398399588.932677874		1398399588.937267301		1398399588.941512197
4022728		8		4096		5		1398399588.942232302		1398399588.942579698		1398399588.942618969		1398399588.943399489
51060640		8		4096		5		1398399590.782033448		1398399590.782063656		1398399590.787374072		1398399590.788490426
4022736		72		36864		5		1398399590.788680791		1398399590.788715114		1398399590.788728239		1398399590.790983968
4022808		8		4096		5		1398399590.791080062		1398399590.791166364		1398399590.791172718		1398399590.791862875
51053840		8		4096		5		1398399590.797166572		1398399590.797198968		1398399590.797220687		1398399590.797958083
4022816		72		36864		5		1398399590.798103968		1398399590.798134697		1398399590.798147145		1398399590.802284698
51059464		8		4096		1		1398399590.801469072		1398399590.801536207		1398399590.802319229		1398399590.803016989
51059496		16		8192		1		1398399590.801478187		1398399590.802366312		1398399590.803051520		1398399590.803775843
4022888		8		4096		5		1398399590.802408812		1398399590.803927614		1398399590.803935166		1398399590.804598500
51059528		8		4096		1		1398399590.801487093		1398399590.803950062		1398399590.804631312		1398399590.805315062
4022896		80		40960		5		1398399590.812437979		1398399590.812479593		1398399590.812500948		1398399590.815414645
4022976		8		4096		5		1398399590.815524229		1398399590.815622614		1398399590.815630739		1398399590.816347718
51059464		8		4096		5		1398399590.816504906		1398399590.816530843		1398399590.816543708		1398399590.817235218
51059472		8		4096		5		1398399590.817538395		1398399590.817577041		1398399590.817588812		1398399590.818274385
51059544		16		8192		1		1398399590.817553603		1398399590.817604437		1398399590.818305322		1398399590.819018135
51059464		8		4096		5		1398399590.819243239		1398399590.819261364		1398399590.819273655		1398399590.819981364
