37007560		40		20480		5		1429743645.733089837		1429743645.733152285		1429743645.735402284		1429743645.736857597
37007528		8		4096		1		1429743645.733076660		1429743645.735433014		1429743645.736919836		1429743645.737544159
4046536		56		28672		5		1429743645.737899003		1429743645.737940670		1429743645.737958065		1429743645.739475617
4046592		8		4096		5		1429743645.739624784		1429743645.739755721		1429743645.739765878		1429743645.740559367
37007528		8		4096		5		1429743645.740765253		1429743645.740797440		1429743645.740812544		1429743645.741434471
37007536		8		4096		5		1429743645.741805357		1429743645.741869940		1429743645.741886294		1429743645.742559471
4258576		32		16384		1		1429743645.741826034		1429743645.741910825		1429743645.742611919		1429743645.743831087
37007528		8		4096		5		1429743645.744107180		1429743645.744137285		1429743645.744152441		1429743645.744830618
49582080		8		4096		5		1429743645.883087233		1429743645.883540253		1429743645.883557076		1429743645.884298899
51154952		8		4096		1		1429743645.883097910		1429743645.883584108		1429743645.884361764		1429743645.884991608
51155088		8		4096		1		1429743645.883113795		1429743645.884409889		1429743645.885051764		1429743645.885677441
51155104		8		4096		1		1429743645.883123066		1429743645.885097597		1429743645.885737076		1429743645.886362180
51155328		8		4096		1		1429743645.883132389		1429743645.885782024		1429743645.886416920		1429743645.887053066
51155408		89		45568		1		1429743645.883142493		1429743645.886461607		1429743645.887107805		1429743645.893703535
4046600		32		16384		5		1429743650.883904002		1429743650.884040252		1429743650.889976449		1429743650.893800199
4046632		8		4096		5		1429743650.894524626		1429743650.894906449		1429743650.894947543		1429743650.895643012
51747840		8		4096		1		1429743650.883011710		1429743650.895032126		1429743650.896162595		1429743650.896877543
37034528		8		4096		5		1429743655.171658061		1429743655.171706811		1429743655.174048635		1429743655.174882750
37032440		169		86528		5		1429743655.175064729		1429743655.175285250		1429743655.175319677		1429743655.180536083
4046800		8		4096		5		1429743655.180871864		1429743655.181020562		1429743655.181031499		1429743655.181642697
36999168		105		53760		5		1429743655.903181551		1429743655.904087436		1429743655.907690092		1429743655.915959363
4046808		161		82432		5		1429743660.177108736		1429743660.177149517		1429743660.179323424		1429743660.185495716
4046960		8		4096		5		1429743660.185721966		1429743660.185819257		1429743660.185827591		1429743660.186515560
51512696		57		29184		5		1429743660.904020924		1429743660.905368372		1429743660.909834569		1429743660.912560246
37034544		17		8704		5		1429743664.136463476		1429743664.136517434		1429743664.138802225		1429743664.140212902
4046968		80		40960		5		1429743664.140749048		1429743664.140814934		1429743664.140841704		1429743664.144426548
4047048		8		4096		5		1429743664.144631028		1429743664.144783371		1429743664.144796600		1429743664.145413892
4047056		8		4096		5		1429743664.152575506		1429743664.152714673		1429743664.152727381		1429743664.153876080
51298248		8		4096		5		1429743664.154093892		1429743664.154129830		1429743664.154147434		1429743664.154777330
51298256		17		8704		5		1429743664.155207121		1429743664.155250767		1429743664.155273267		1429743664.156584621
51298248		8		4096		5		1429743664.156990454		1429743664.157020402		1429743664.157037225		1429743664.157806444
37034552		8		4096		5		1429743664.462283892		1429743664.462331183		1429743664.464605767		1429743664.465494778
4047064		80		40960		5		1429743664.465894778		1429743664.465956913		1429743664.465983319		1429743664.470271288
4047144		8		4096		5		1429743664.470642329		1429743664.470790611		1429743664.470803527		1429743664.471496496
4047152		8		4096		5		1429743664.477281600		1429743664.477432433		1429743664.477445090		1429743664.478135767
37034552		8		4096		5		1429743664.478612590		1429743664.478648788		1429743664.478666860		1429743664.479301444
4047160		16		8192		5		1429743664.479498215		1429743664.479531131		1429743664.479550246		1429743664.480333840
4047176		8		4096		5		1429743664.480642589		1429743664.480800662		1429743664.480813110		1429743664.481508319
51298208		8		4096		5		1429743664.481737902		1429743664.481787642		1429743664.481805350		1429743664.482510141
4047184		16		8192		5		1429743664.482703110		1429743664.482735662		1429743664.482754412		1429743664.483536028
4047200		8		4096		5		1429743664.483677746		1429743664.483834205		1429743664.483846653		1429743664.484642173
37034560		8		4096		5		1429743664.486811965		1429743664.486854621		1429743664.486875767		1429743664.487508527
4047208		72		36864		5		1429743664.487770611		1429743664.487829361		1429743664.487853788		1429743664.492269621
4047280		8		4096		5		1429743664.492472121		1429743664.492626860		1429743664.492641652		1429743664.493332538
4047288		8		4096		5		1429743664.500968683		1429743664.501268527		1429743664.501285298		1429743664.501977798
37034560		8		4096		5		1429743664.520198006		1429743664.520277017		1429743664.520313110		1429743664.521172798
4047296		16		8192		5		1429743664.525928111		1429743664.525994621		1429743664.526038007		1429743664.526768684
4047312		8		4096		5		1429743664.527021444		1429743664.527254621		1429743664.527278111		1429743664.527918475
51298208		8		4096		5		1429743664.528313111		1429743664.528372069		1429743664.528401548		1429743664.529122798
4047320		16		8192		5		1429743664.529444985		1429743664.529497642		1429743664.529528840		1429743664.530675298
4047336		8		4096		5		1429743664.530826912		1429743664.530983787		1429743664.530998631		1429743664.531617798
37034568		8		4096		5		1429743664.628073111		1429743664.628108319		1429743664.628124829		1429743664.628846288
4047344		80		40960		5		1429743664.629005090		1429743664.629035715		1429743664.629048371		1429743664.633343892
4047424		8		4096		5		1429743664.633483215		1429743664.633574621		1429743664.633583371		1429743664.634277955
4047432		8		4096		5		1429743664.637977902		1429743664.638074361		1429743664.638082954		1429743664.638679673
37034568		8		4096		5		1429743664.638821756		1429743664.638846131		1429743664.638856600		1429743664.639551965
4047440		16		8192		5		1429743664.639663683		1429743664.639680767		1429743664.639691235		1429743664.640482902
4047456		8		4096		5		1429743664.640634256		1429743664.640718839		1429743664.640726235		1429743664.641321808
51298208		8		4096		5		1429743664.641444725		1429743664.641463891		1429743664.641473579		1429743664.642156131
